,RK,Name,POS,GP,ATT,YDS,AVG,LNG,BIG,TD,YDS/G,FUM,LST,FD,Year*
1734,133,Derrick BlaylockNYJ,RB,7,17,53,3.1,11,0,0,7.6,0,0,3,2005
1735,135,Alvis WhittedOAK,WR,16,2,51,25.5,27,2,0,3.2,0,0,2,2005
1736,135,Jeff GarciaDET,QB,6,17,51,3.0,14,0,1,8.5,1,0,5,2005
1737,135,Matt JonesJAX,WR,16,12,51,4.3,25,1,0,3.2,1,0,2,2005
1738,138,Drew BledsoeDAL,QB,16,34,50,1.5,9,0,2,3.1,9,4,6,2005
1739,138,Darren SprolesSD,RB,15,8,50,6.3,21,1,0,3.3,0,0,2,2005
1740,140,Drew BreesSD,QB,16,21,49,2.3,9,0,1,3.1,0,0,8,2005
1741,141,Bradlee Van PeltDEN,QB,3,11,48,4.4,11,0,1,16.0,0,0,5,2005
1742,142,Trent DilferCLE,QB,11,20,46,2.3,12,0,0,4.2,4,3,2,2005
1743,142,Obafemi AyanbadejoARI,RB,16,22,46,2.1,11,0,0,2.9,0,0,4,2005
1744,142,Tim CarterNYG,WR,15,6,46,7.7,22,1,0,3.1,0,0,2,2005
1745,145,Peyton ManningIND,QB,16,33,45,1.4,12,0,0,2.8,2,1,6,2005
1746,145,Anquan BoldinARI,WR,14,12,45,3.8,11,0,0,3.2,0,0,2,2005
1747,147,Kyle OrtonCHI,QB,15,24,44,1.8,15,0,0,2.9,6,2,2,2005
1748,148,Eddie KennisonKC,WR,16,7,43,6.1,23,1,0,2.7,0,0,2,2005
1749,149,Cody PickettSF,QB,5,13,42,3.2,12,0,0,8.4,3,0,4,2005
1750,150,Jamal RobertsonCAR,RB,7,14,41,2.9,11,0,1,5.9,1,0,3,2005
1751,150,Carson PalmerCIN,QB,16,34,41,1.2,14,0,1,2.6,1,0,6,2005
1752,150,Larry FitzgeraldARI,WR,16,8,41,5.1,15,0,0,2.6,0,0,3,2005
1753,153,Kerry CollinsOAK,QB,15,17,39,2.3,18,0,1,2.6,3,1,2,2005
1754,153,Matt MauckTEN,QB,2,7,39,5.6,12,0,0,19.5,1,1,2,2005
1755,155,Lee EvansBUF,WR,16,4,38,9.5,39,1,0,2.4,0,0,2,2005
1756,156,Antonio ChatmanGB,WR,16,8,34,4.3,11,0,0,2.1,0,0,3,2005
1757,157,Dennis NorthcuttCLE,WR,16,2,33,16.5,31,1,0,2.1,0,0,1,2005
1758,157,Chad JohnsonCIN,WR,16,5,33,6.6,11,0,0,2.1,0,0,2,2005
1759,157,Mark ClaytonBAL,WR,14,8,33,4.1,11,0,1,2.4,0,0,2,2005
1760,160,Damien NashTEN,RB,3,6,32,5.3,8,0,0,10.7,0,0,2,2005
1761,161,Jake DelhommeCAR,QB,16,24,31,1.3,12,0,1,1.9,2,0,1,2005
1762,161,Chris SimmsTB,QB,11,19,31,1.6,10,0,0,2.8,1,0,2,2005
1763,161,Bernard BerrianCHI,WR,11,2,31,15.5,37,1,0,2.8,0,0,1,2005
1764,164,Charlie BatchPIT,QB,4,11,30,2.7,15,0,1,7.5,0,0,3,2005
1765,165,Marc BulgerSTL,QB,8,9,29,3.2,9,0,0,3.6,3,1,2,2005
1766,166,Kurt WarnerARI,QB,10,13,28,2.2,13,0,0,2.8,3,0,3,2005
1767,166,Justin FargasOAK,RB,14,5,28,5.6,15,0,0,2.0,0,0,2,2005
1768,166,Troy WilliamsonMIN,WR,14,3,28,9.3,11,0,0,2.0,0,0,2,2005
1769,169,Chad PenningtonNYJ,QB,3,6,27,4.5,14,0,0,9.0,2,1,2,2005
1770,169,Koren RobinsonMIN,WR,14,4,27,6.8,13,0,1,1.9,0,0,1,2005
1771,169,Jason WrightCLE,RB,3,11,27,2.5,6,0,1,9.0,0,0,1,2005
1772,172,Tommy MaddoxPIT,QB,4,8,26,3.3,16,0,0,6.5,1,1,2,2005
1773,173,Steve Smith Sr.CAR,WR,16,4,25,6.3,20,1,1,1.6,0,0,2,2005
1774,174,Kordell StewartBAL,QB,1,4,24,6.0,13,0,0,24.0,0,0,2,2005
1775,175,Brad HooverCAR,FB,15,10,22,2.2,4,0,0,1.5,0,0,4,2005
1776,175,Jason McKieCHI,FB,8,3,22,7.3,13,0,0,2.8,0,0,1,2005
1777,177,Dan KreiderPIT,FB,16,3,21,7.0,12,0,0,1.3,0,0,1,2005
1778,177,Dee BrownKC,RB,8,7,21,3.0,7,0,0,2.6,0,0,0,2005
1779,177,Arlen HarrisSTL,RB,16,13,21,1.6,10,0,1,1.3,0,0,2,2005
1780,177,Cecil SappDEN,FB,16,5,21,4.2,10,0,0,1.3,0,0,1,2005
1781,181,Tony RichardsonKC,FB,16,6,20,3.3,8,0,0,1.3,0,0,1,2005
1782,181,Moe WilliamsMIN,RB,6,13,20,1.5,9,0,0,3.3,1,0,2,2005
1783,183,Marques TuiasosopoOAK,QB,1,2,19,9.5,10,0,0,19.0,0,0,1,2005
1784,184,Tim RattaySF/TB,QB,4,7,18,2.6,13,0,0,4.5,1,0,2,2005
1785,184,Ran CarthonIND,RB,6,13,18,1.4,7,0,1,3.0,0,0,3,2005
1786,186,Jamel WhiteBAL,RB,5,6,17,2.8,5,0,0,3.4,0,0,0,2005
1787,186,Travis MinorMIA,RB,16,5,17,3.4,9,0,0,1.1,0,0,0,2005
1788,188,Paul SmithDET,RB,12,4,16,4.0,6,0,0,1.3,0,0,1,2005
1789,188,ReShard LeeGB,RB,7,11,16,1.5,4,0,0,2.3,1,1,1,2005
1790,188,Courtney RobyTEN,WR,13,2,16,8.0,11,0,0,1.2,0,0,1,2005
1791,191,Todd BoumanNO,QB,16,8,15,1.9,6,0,0,0.9,0,0,2,2005
1792,191,Sage RosenfelsMIA,QB,4,6,15,2.5,12,0,0,3.8,1,0,2,2005
1793,191,James MungroIND,RB,12,7,15,2.1,7,0,0,1.3,0,0,1,2005
1794,191,Lee SuggsCLE,RB,8,8,15,1.9,7,0,0,1.9,0,0,1,2005
1795,195,Jon KitnaCIN,QB,3,2,14,7.0,11,0,0,4.7,0,0,2,2005
1796,195,Amos ZereoueNE,RB,3,7,14,2.0,12,0,0,4.7,0,0,2,2005
1797,195,Charlie AdamsDEN,WR,16,5,14,2.8,13,0,0,0.9,0,0,1,2005
1798,195,Jeremi JohnsonCIN,FB,16,8,14,1.8,5,0,0,0.9,1,0,1,2005
1799,199,Donald DriverGB,WR,16,2,13,6.5,9,0,0,0.8,0,0,0,2005
1800,199,Jabar GaffneyHOU,WR,16,4,13,3.3,10,0,0,0.8,0,0,1,2005
1801,199,David GivensNE,WR,13,2,13,6.5,9,0,0,1.0,0,0,0,2005
1802,199,Greg LewisPHI,WR,16,2,13,6.5,8,0,0,0.8,0,0,0,2005
1803,203,Brian GrieseTB,QB,6,13,12,0.9,7,0,0,2.0,0,0,1,2005
1804,203,Mike KarneyNO,FB,16,6,12,2.0,3,0,0,0.8,0,0,2,2005
1805,203,Roddy WhiteATL,WR,16,4,12,3.0,16,0,0,0.8,0,0,1,2005
1806,203,Matt CasselNE,QB,2,6,12,2.0,9,0,0,6.0,1,0,2,2005
1807,203,Derrick WimbushJAX,FB,14,3,12,4.0,7,0,1,0.9,0,0,1,2005
1808,208,Kelly HolcombBUF,QB,10,18,11,0.6,8,0,1,1.1,6,2,6,2005
1809,208,Tim DwightNE,WR,16,4,11,2.8,12,0,0,0.7,0,0,2,2005
1810,208,Terry JacksonSF,RB,16,2,11,5.5,11,0,0,0.7,0,0,0,2005
1811,208,Dante HallKC,WR,16,7,11,1.6,7,0,0,0.7,0,0,0,2005
1812,208,James JacksonARI,RB,8,4,11,2.8,3,0,0,1.4,0,0,0,2005
1813,208,Arnaz BattleSF,WR,10,8,11,1.4,9,0,0,1.1,0,0,2,2005
1814,208,Ken DorseySF,QB,3,4,11,2.8,6,0,0,3.7,0,0,0,2005
1815,215,Hines WardPIT,WR,15,3,10,3.3,7,0,0,0.7,1,1,1,2005
1816,215,Reche CaldwellSD,WR,16,2,10,5.0,7,0,0,0.6,0,0,1,2005
1817,215,Andre JohnsonHOU,WR,13,6,10,1.7,5,0,0,0.8,1,1,1,2005
1818,218,Peerless PriceDAL,WR,7,1,9,9.0,9,0,0,1.3,0,0,0,2005
1819,218,Terrelle SmithCLE,FB,16,6,9,1.5,4,0,0,0.6,0,0,1,2005
1820,218,Kyle JohnsonDEN,RB,16,4,9,2.3,4,0,1,0.6,0,0,3,2005
1821,218,Devery HendersonNO,WR,15,1,9,9.0,9,0,0,0.6,0,0,0,2005
1822,218,Tab PerryCIN,WR,16,3,9,3.0,7,0,1,0.6,0,0,1,2005
1823,223,James ThrashWSH,WR,12,1,8,8.0,8,0,0,0.7,0,0,0,2005
1824,223,Justin McCareinsNYJ,WR,16,1,8,8.0,8,0,0,0.5,0,0,0,2005
1825,223,Lousaka PoliteDAL,FB,14,2,8,4.0,6,0,0,0.6,0,0,1,2005
1826,226,Rod SmithDEN,WR,16,1,7,7.0,7,0,0,0.4,0,0,0,2005
1827,226,Darrell JacksonSEA,WR,6,1,7,7.0,7,0,0,1.2,0,0,0,2005
1828,226,Damien AndersonARI,RB,5,2,7,3.5,6,0,0,1.4,0,0,0,2005
1829,226,Shaun McDonaldSTL,WR,16,1,7,7.0,7,0,0,0.4,0,0,1,2005
1830,226,Antonio BrownWSH,WR,7,2,7,3.5,4,0,0,1.0,0,0,0,2005
1831,226,Scott VinesDET,WR,13,1,7,7.0,7,0,0,0.5,0,0,0,2005
1832,226,Aaron RodgersGB,QB,3,2,7,3.5,8,0,0,2.3,0,0,1,2005
1833,233,Keenan McCardellSD,WR,16,2,6,3.0,3,0,0,0.4,0,0,0,2005
1834,233,Jamie MartinSTL,QB,8,9,6,0.7,9,0,0,0.8,0,0,1,2005
1835,233,Rod SmartCAR,RB,12,3,6,2.0,6,0,0,0.5,0,0,1,2005
1836,233,Keary ColbertCAR,WR,16,1,6,6.0,6,0,0,0.4,0,0,0,2005
1837,233,Kris WilsonKC,TE,14,1,6,6.0,6,0,0,0.4,0,0,0,2005
1838,238,Peter WarrickSEA,WR,13,1,5,5.0,5,0,0,0.4,0,0,0,2005
1839,238,Bryan JohnsonCHI,FB,7,1,5,5.0,5,0,0,0.7,0,0,0,2005
1840,238,Kevin CurtisSTL,WR,16,1,5,5.0,5,0,1,0.3,0,0,1,2005
1841,238,Doug GabrielOAK,WR,14,1,5,5.0,5,0,0,0.4,0,0,0,2005
1842,238,Wes WelkerMIA,WR,16,1,5,5.0,5,0,0,0.3,0,0,0,2005
1843,238,Reggie BrownPHI,WR,16,1,5,5.0,5,0,0,0.3,0,0,0,2005
1844,244,Vinny TestaverdeNYJ,QB,6,7,4,0.6,2,0,2,0.7,4,3,2,2005
1845,244,Joey GallowayTB,WR,16,2,4,2.0,4,0,0,0.3,0,0,0,2005
1846,244,Kris BrownHOU,PK,16,1,4,4.0,4,0,0,0.3,0,0,1,2005
1847,244,Terence NewmanDAL,CB,16,1,4,4.0,4,0,0,0.3,0,0,0,2005
1848,244,Willie PonderNYG,WR,11,1,4,4.0,4,0,0,0.4,0,0,0,2005
1849,244,Andrew PinnockSD,RB,12,1,4,4.0,4,0,0,0.3,0,0,1,2005
1850,244,Kassim OsgoodSD,WR,12,1,4,4.0,4,0,0,0.3,0,0,0,2005
1851,244,Jerricho CotcheryNYJ,WR,16,1,4,4.0,4,0,0,0.3,0,0,0,2005
1852,244,Justin GreenBAL,RB,12,5,4,0.8,4,0,0,0.3,0,0,0,2005
1853,253,Keyshawn JohnsonDAL,WR,16,1,3,3.0,3,0,0,0.2,0,0,0,2005
1854,253,Chris HetheringtonSF,FB,16,1,3,3.0,3,0,0,0.2,0,0,0,2005
1855,253,Travis TaylorMIN,WR,16,2,3,1.5,5,0,0,0.2,0,0,0,2005
1856,253,Billy VolekTEN,QB,6,1,3,3.0,3,0,0,0.5,0,0,0,2005
1857,253,Drew BennettTEN,WR,13,1,3,3.0,3,0,0,0.2,0,0,0,2005
1858,253,Patrick RamseyWSH,QB,4,7,3,0.4,5,0,0,0.8,0,0,0,2005
1859,253,Antonio BryantCLE,WR,16,1,3,3.0,3,0,0,0.2,0,0,0,2005
1860,253,Reggie WilliamsJAX,WR,16,2,3,1.5,10,0,0,0.2,0,0,1,2005
1861,253,Nehemiah BroughtonWSH,FB,4,1,3,3.0,3,0,0,0.8,0,0,0,2005
1862,262,Terrell OwensPHI,WR,7,1,2,2.0,2,0,0,0.3,0,0,0,2005
1863,262,Torry HoltSTL,WR,14,1,2,2.0,2,0,0,0.1,0,0,0,2005
1864,262,Shane LechlerOAK,P,16,1,2,2.0,2,0,0,0.1,0,0,0,2005
1865,262,Brandon ManumaleunaSTL,TE,14,1,2,2.0,2,0,0,0.1,0,0,1,2005
1866,262,Donte' StallworthNO,WR,16,2,2,1.0,3,0,0,0.1,1,1,0,2005
1867,262,Michael ClaytonTB,WR,14,1,2,2.0,2,0,0,0.1,0,0,0,2005
1868,268,Cory SchlesingerDET,RB,11,1,1,1.0,1,0,0,0.1,0,0,1,2005
1869,268,Jerald SowellNYJ,FB,16,1,1,1.0,1,0,1,0.1,0,0,1,2005
1870,268,Koy DetmerPHI,QB,16,1,1,1.0,1,0,0,0.1,0,0,1,2005
1871,268,Mike SellersWSH,FB,15,1,1,1.0,1,0,1,0.1,0,0,1,2005
1872,268,Quinn GrayJAX,QB,1,3,1,0.3,3,0,0,1.0,0,0,1,2005
1873,268,Bobby WadeCHI/TEN,WR,14,1,1,1.0,1,0,0,0.1,0,0,0,2005
1874,268,Jim SorgiIND,QB,5,12,1,0.1,6,0,0,0.2,0,0,1,2005
1875,268,Jonathan SmithBUF,WR,7,1,1,1.0,1,0,0,0.1,0,0,0,2005
1876,268,Brandon JonesTEN,WR,10,1,1,1.0,1,0,0,0.1,0,0,0,2005
1877,277,Deion SandersBAL,CB,16,1,0,0.0,0,0,0,0.0,0,0,0,2005
1878,277,Craig HentrichTEN,P,16,1,0,0.0,0,0,0,0.0,1,0,0,2005
1879,277,Jay FiedlerNYJ,QB,2,1,0,0.0,0,0,0,0.0,1,0,0,2005
1880,277,Daimon SheltonBUF,FB,16,1,0,0.0,0,0,0,0.0,0,0,0,2005
1881,277,Nicolas LucheyCIN,RB,3,1,0,0.0,0,0,0,0.0,0,0,0,2005
1882,277,Chad StanleyHOU,P,16,1,0,0.0,0,0,0,0.0,1,1,0,2005
1883,277,Cedrick WilsonPIT,WR,16,1,0,0.0,0,0,0,0.0,0,0,0,2005
1884,277,Dave ZastudilBAL,P,16,1,0,0.0,0,0,0,0.0,1,1,0,2005
1885,277,Bryant JohnsonARI,WR,14,1,0,0.0,0,0,0,0.0,0,0,0,2005
1886,277,Patrick CraytonDAL,WR,11,1,0,0.0,0,0,0,0.0,0,0,0,2005
1887,277,Donnie JonesMIA,P,16,1,0,0.0,0,0,0,0.0,0,0,0,2005
1888,277,Madison HedgecockSTL,FB,16,1,0,0.0,0,0,0,0.0,0,0,0,2005
1889,277,Ben GrahamNYJ,P,16,1,0,0.0,0,0,0,0.0,1,1,0,2005
1890,290,Doug FlutieNE,QB,5,5,-1,-0.2,2,0,0,-0.2,1,0,0,2005
1891,290,Jeff BlakeCHI,QB,2,1,-1,-1.0,-1,0,0,-0.5,0,0,0,2005
1892,290,Philip RiversSD,QB,2,1,-1,-1.0,-1,0,0,-0.5,0,0,0,2005
1893,293,Todd CollinsKC,QB,1,2,-2,-1.0,-1,0,0,-2.0,0,0,0,2005
1894,293,Tony BanksHOU,QB,2,2,-2,-1.0,-1,0,0,-1.0,0,0,0,2005
1895,293,Corey BradfordHOU,WR,16,1,-2,-2.0,-2,0,0,-0.1,0,0,0,2005
1896,293,Shaun HillMIN,QB,1,2,-2,-1.0,-1,0,0,-2.0,0,0,0,2005
1897,293,Tony RomoDAL,QB,16,2,-2,-1.0,-1,0,0,-0.1,0,0,0,2005
1898,293,Roscoe ParrishBUF,WR,10,2,-2,-1.0,4,0,0,-0.2,0,0,0,2005
1899,299,Santana MossWSH,WR,16,3,-3,-1.0,3,0,0,-0.2,0,0,0,2005
1900,299,Tim HasselbeckNYG,QB,2,2,-3,-1.5,-1,0,0,-1.5,0,0,0,2005
1901,299,Josh ReedBUF,WR,16,1,-3,-3.0,-3,0,0,-0.2,0,0,0,2005
1902,299,Eddie DrummondDET,WR,12,1,-3,-3.0,-3,0,0,-0.3,0,0,0,2005
1903,303,Jeff WilkinsSTL,PK,16,1,-4,-4.0,-4,0,0,-0.3,0,0,0,2005
1904,303,Terry GlennDAL,WR,16,2,-4,-2.0,6,0,1,-0.3,0,0,1,2005
1905,305,William HendersonGB,FB,16,1,-5,-5.0,-5,0,0,-0.3,1,1,0,2005
1906,305,Chris WeinkeCAR,QB,3,8,-5,-0.6,1,0,0,-1.7,0,0,0,2005
1907,305,Seneca WallaceSEA,QB,7,6,-5,-0.8,0,0,0,-0.7,2,0,0,2005
1908,308,Nate BurlesonMIN,WR,12,2,-6,-3.0,-2,0,0,-0.5,0,0,0,2005
1909,309,Rasheed MarshallSF,WR,12,1,-7,-7.0,-7,0,0,-0.6,0,0,0,2005
1910,310,Ricky ProehlCAR,WR,16,1,-8,-8.0,-8,0,0,-0.5,0,0,0,2005
1911,310,Jerry PorterOAK,WR,16,1,-8,-8.0,-8,0,0,-0.5,0,0,0,2005
1912,312,B.J. SanderGB,P,14,1,-11,-11.0,-11,0,0,-0.8,1,0,0,2005
1913,1,LaDainian TomlinsonSD,RB,16,348,1815,5.2,85,12,28,113.4,2,1,81,2006
1914,2,Larry JohnsonKC,RB,16,416,1789,4.3,47,10,17,111.8,2,2,91,2006
1915,3,Frank GoreSF,RB,16,312,1695,5.4,72,15,8,105.9,5,5,68,2006
1916,4,Tiki BarberNYG,RB,16,327,1662,5.1,55,11,5,103.9,3,1,78,2006
1917,5,Steven JacksonSTL,RB,16,346,1528,4.4,59,9,13,95.5,2,1,74,2006
1918,6,Willie ParkerPIT,RB,16,337,1494,4.4,76,12,13,93.4,6,4,70,2006
1919,7,Rudi JohnsonCIN,RB,16,341,1309,3.8,22,5,12,81.8,6,2,67,2006
1920,8,Brian WestbrookPHI,RB,15,240,1217,5.1,71,8,7,81.1,1,1,60,2006
1921,9,Chester TaylorMIN,RB,15,303,1216,4.0,95,6,6,81.1,4,3,53,2006
1922,10,Travis HenryTEN,RB,14,270,1211,4.5,70,9,7,86.5,3,1,48,2006
1923,11,Thomas JonesCHI,RB,16,296,1210,4.1,30,4,6,75.6,1,1,61,2006
1924,12,Edgerrin JamesARI,RB,16,337,1159,3.4,18,0,6,72.4,3,3,59,2006
1925,13,Ladell BettsWSH,RB,16,245,1154,4.7,26,6,4,72.1,4,2,59,2006
1926,14,Fred TaylorJAX,RB,15,231,1146,5.0,76,6,5,76.4,2,1,46,2006
1927,15,Warrick DunnATL,RB,16,286,1140,4.0,90,7,4,71.3,1,0,48,2006
1928,16,Jamal LewisBAL,RB,16,314,1132,3.6,52,3,9,70.8,4,2,46,2006
1929,17,Julius JonesDAL,RB,16,267,1084,4.1,77,5,4,67.8,1,1,43,2006
1930,18,Joseph AddaiIND,RB,16,226,1081,4.8,41,3,7,67.6,2,2,66,2006
1931,19,Ahman GreenGB,RB,14,266,1059,4.0,70,3,5,75.6,2,2,55,2006
1932,20,Deuce McAllisterNO,RB,15,244,1057,4.3,57,6,10,70.5,2,1,54,2006
1933,21,Mike VickATL,QB,16,123,1039,8.4,51,11,2,64.9,4,2,55,2006
1934,22,Tatum BellDEN,RB,13,233,1025,4.4,51,7,2,78.8,3,3,43,2006
1935,23,Ronnie BrownMIA,RB,13,241,1008,4.2,47,6,5,77.5,4,2,49,2006
1936,24,Willis McGaheeBUF,RB,14,259,990,3.8,57,4,6,70.7,4,2,48,2006
1937,25,Maurice Jones-DrewJAX,RB,16,166,941,5.7,74,7,13,58.8,1,1,46,2006
1938,26,DeShaun FosterCAR,RB,14,227,897,4.0,43,3,3,64.1,3,2,49,2006
1939,27,Shaun AlexanderSEA,RB,10,252,896,3.6,33,2,7,89.6,5,3,53,2006
1940,28,Corey DillonNE,RB,16,199,812,4.1,50,3,13,50.8,2,2,48,2006
1941,29,Cadillac WilliamsTB,RB,14,225,798,3.5,38,4,1,57.0,2,2,32,2006
1942,30,Reuben DroughnsCLE,RB,14,220,758,3.4,22,1,4,54.1,5,4,38,2006
1943,31,Laurence MaroneyNE,RB,14,175,745,4.3,41,7,6,53.2,1,1,40,2006
1944,32,Kevin JonesDET,RB,12,181,689,3.8,52,5,6,57.4,4,4,31,2006
1945,33,Mike BellDEN,RB,15,157,677,4.3,48,3,8,45.1,1,0,40,2006
1946,34,Justin FargasOAK,RB,16,178,659,3.7,48,1,1,41.2,1,0,27,2006
1947,35,Marion BarberDAL,RB,16,135,654,4.8,25,4,14,40.9,0,0,46,2006
1948,36,Leon WashingtonNYJ,RB,16,151,650,4.3,23,2,4,40.6,1,1,33,2006
1949,37,Cedric BensonCHI,RB,15,157,647,4.1,30,2,6,43.1,0,0,33,2006
1950,38,Dominic RhodesIND,RB,16,187,641,3.4,17,0,5,40.1,2,2,38,2006
1951,39,Jerious NorwoodATL,RB,14,99,633,6.4,78,4,2,45.2,0,0,27,2006
1952,40,Ron DayneHOU,RB,11,151,612,4.1,19,0,5,55.6,1,0,39,2006
1953,41,Maurice MorrisSEA,RB,16,161,604,3.8,29,4,0,37.8,1,1,33,2006
1954,42,Reggie BushNO,RB,16,155,565,3.6,18,0,6,35.3,2,2,27,2006
1955,43,Vince YoungTEN,QB,15,83,552,6.7,39,6,7,36.8,6,2,31,2006
1956,44,Clinton PortisWSH,RB,8,127,523,4.1,38,3,7,65.4,0,0,29,2006
1957,45,Michael TurnerSD,RB,13,80,502,6.3,73,7,2,38.6,0,0,24,2006
1958,46,DeAngelo WilliamsCAR,RB,13,121,501,4.1,31,5,1,38.5,1,0,30,2006
1959,47,Wali LundyHOU,RB,14,124,476,3.8,35,4,4,34.0,1,1,29,2006
1960,48,LaMont JordanOAK,RB,9,114,434,3.8,59,2,2,48.2,0,0,17,2006
1961,48,Vernand MorencyHOU/GB,RB,14,96,434,4.5,39,4,2,31.0,2,1,26,2006
1962,50,Brandon JacobsNYG,RB,15,96,423,4.4,16,0,9,28.2,2,1,33,2006
1963,51,Sammy MorrisMIA,RB,12,92,400,4.3,55,2,1,33.3,2,2,17,2006
1964,52,Anthony ThomasBUF,RB,16,107,378,3.5,19,0,2,23.6,1,1,15,2006
1965,53,Cedric HoustonNYJ,RB,8,113,374,3.3,31,2,5,46.8,0,0,20,2006
1966,54,Kevan BarlowNYJ,RB,12,131,370,2.8,12,0,6,30.8,1,0,19,2006
1967,55,Correll BuckhalterPHI,RB,16,83,345,4.2,20,1,2,21.6,1,1,16,2006
1968,56,David GarrardJAX,QB,11,47,250,5.3,20,1,0,22.7,2,1,20,2006
1969,57,Michael PittmanTB,RB,16,50,245,4.9,32,1,1,15.3,1,0,12,2006
1970,58,LenDale WhiteTEN,RB,13,61,244,4.0,26,1,0,18.8,0,0,13,2006
1971,59,Najeh DavenportPIT,RB,13,60,221,3.7,48,2,1,17.0,1,0,9,2006
1972,60,Charlie FryeCLE,QB,13,47,215,4.6,17,0,3,16.5,2,2,17,2006
1973,61,Donovan McNabbPHI,QB,10,32,212,6.6,37,2,3,21.2,2,1,14,2006
1974,62,Samkon GadoHOU/GB,RB,9,56,210,3.8,34,3,1,23.3,1,0,9,2006
1975,63,Michael BennettKC,RB,11,36,200,5.6,41,2,0,18.2,1,0,8,2006
1976,64,David CarrHOU,QB,16,53,195,3.7,16,0,2,12.2,5,2,16,2006
1977,65,Artose PinnerMIN,RB,12,43,190,4.4,21,1,3,15.8,1,1,11,2006
1978,66,Jason WrightCLE,RB,13,62,189,3.0,18,0,0,14.5,1,1,8,2006
1979,67,Mike AndersonBAL,RB,16,39,183,4.7,34,2,1,11.4,0,0,10,2006
1980,68,Stephen DavisSTL,RB,15,40,177,4.4,16,0,0,11.8,1,1,10,2006
1981,69,Mike AlstottTB,FB,16,60,171,2.8,17,0,3,10.7,1,1,17,2006
1982,70,Zack CrockettOAK,RB,16,39,163,4.2,17,0,0,10.2,2,2,14,2006
1983,71,Bruce GradkowskiTB,QB,13,41,161,3.9,14,0,0,12.4,4,3,12,2006
1984,72,Arlen HarrisDET,RB,10,49,158,3.2,20,1,1,15.8,0,0,8,2006
1985,73,Jon KitnaDET,QB,16,34,156,4.6,18,0,2,9.8,3,2,9,2006
1986,73,Chris BrownTEN,RB,5,41,156,3.8,21,1,0,31.2,1,0,8,2006
1987,75,Musa SmithBAL,RB,12,36,153,4.3,30,1,0,12.8,1,1,7,2006
1988,76,Noah HerronGB,RB,16,37,150,4.1,19,0,1,9.4,0,0,7,2006
1989,77,Mack StrongSEA,FB,16,33,149,4.5,17,0,1,9.3,0,0,12,2006
1990,78,Alex SmithSF,QB,16,44,147,3.3,22,1,2,9.2,4,3,12,2006
1991,79,Lorenzo NealSD,FB,16,29,140,4.8,43,1,1,8.8,1,0,21,2006
1992,79,J.P. LosmanBUF,QB,16,38,140,3.7,15,0,1,8.8,6,1,14,2006
1993,81,Kenny WatsonCIN,RB,16,25,138,5.5,18,0,1,8.6,0,0,6,2006
1994,82,T.J. DuckettWSH,RB,10,38,132,3.5,19,0,2,13.2,1,0,9,2006
1995,83,Mewelde MooreMIN,RB,16,24,131,5.5,15,0,0,8.2,0,0,3,2006
1996,84,Aaron BrooksOAK,QB,8,22,124,5.6,23,1,0,15.5,4,2,5,2006
1997,85,Kevin FaulkNE,RB,15,25,123,4.9,11,0,1,8.2,0,0,6,2006
1998,85,Chris TaylorHOU,RB,4,28,123,4.4,17,0,1,30.8,0,0,7,2006
1999,85,Javon WalkerDEN,WR,16,9,123,13.7,72,2,1,7.7,0,0,4,2006
2000,88,Seneca WallaceSEA,QB,8,12,122,10.2,37,2,0,15.3,2,0,5,2006
2001,89,Steve McNairBAL,QB,16,45,119,2.6,19,0,1,7.4,4,1,16,2006
2002,90,Antwaan Randle ElWSH,WR,16,19,118,6.2,20,2,0,7.4,0,0,4,2006
2003,91,Heath EvansNE,FB,16,27,117,4.3,35,1,0,7.3,1,0,9,2006
2004,92,Michael RobinsonSF,FB,16,38,116,3.1,33,1,2,7.3,0,0,5,2006
2005,93,Jake PlummerDEN,QB,16,36,112,3.1,19,0,1,7.0,3,0,10,2006
2006,94,Matt HasselbeckSEA,QB,12,18,110,6.1,19,0,0,9.2,1,0,7,2006
2007,95,Chad PenningtonNYJ,QB,16,35,109,3.1,15,0,0,6.8,1,0,12,2006
2008,96,Jason CampbellWSH,QB,7,24,107,4.5,15,0,0,15.3,1,0,8,2006
2009,97,Justin GriffithATL,FB,16,19,106,5.6,21,1,1,6.6,2,1,2,2006
2010,98,Brad SmithNYJ,WR,16,18,103,5.7,32,2,0,6.4,0,0,11,2006
2011,99,Tom BradyNE,QB,16,49,102,2.1,22,1,0,6.4,1,1,13,2006
2012,99,Tony RomoDAL,QB,16,34,102,3.0,16,0,0,6.4,3,0,9,2006
2013,101,Ciatrick FasonMIN,RB,5,18,99,5.5,15,0,1,19.8,0,0,6,2006
2014,102,Ben RoethlisbergerPIT,QB,15,32,98,3.1,20,1,2,6.5,2,1,11,2006
2015,103,Chris ChambersMIA,WR,16,8,95,11.9,39,1,0,5.9,0,0,4,2006
2016,104,Bryan GilmoreSF,WR,16,7,94,13.4,22,3,0,5.9,1,1,5,2006
2017,104,Aveion CasonDET,RB,6,24,94,3.9,16,0,0,15.7,0,0,4,2006
2018,106,Alvin PearmanJAX,RB,13,19,89,4.7,12,0,1,6.8,0,0,4,2006
2019,107,Jeff GarciaPHI,QB,8,25,87,3.5,12,0,0,10.9,2,0,8,2006
2020,108,Brad JohnsonMIN,QB,15,29,82,2.8,10,0,1,5.5,2,1,7,2006
