,Unnamed: 0,Rk,Player,Tm,Age,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_Fmb,Year,Player*,PlayerYearTm*,Pos*,Rec_Tgt,Rec_Rec,Rec_Ctch%,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Lng,Rec_Y/Tgt,Rec_R/G,Rec_Y/G,Rec_Fmb,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,QBrec
0,229,223,Ernie Conwell,STL,28,TE,16,1,2,23,0,1,17,11.5,1.4,0,2000,Ernie Conwell,Ernie Conwell2000STL,TE,9,5,55.6%,40,8.0,0,3,17,4.4,0.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,276,269,Rickey Dudley,OAK,28,TE,16,16,1,-7,0,0,-7,-7.0,-0.4,1,2000,Rickey Dudley,Rickey Dudley2000OAK,TE,49,29,59.2%,350,12.1,4,18,30,7.1,1.8,21.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,318,309,Mike Sellers,WAS,25,TE,15,6,1,2,0,1,2,2.0,0.1,0,2000,Mike Sellers,Mike Sellers2000WAS,TE,11,8,72.7%,78,9.8,2,6,24,7.1,0.5,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,821,159,Ernie Conwell,STL,29,TE,16,14,7,28,1,3,13,4.0,1.8,2,2001,Ernie Conwell,Ernie Conwell2001STL,TE,52,38,73.1%,431,11.3,4,19,47,8.3,2.4,26.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,923,258,Tony Gonzalez*+,KAN,25,TE,16,16,1,9,0,0,9,9.0,0.6,0,2001,Tony Gonzalez,Tony Gonzalez2001KAN,TE,118,73,61.9%,917,12.6,6,49,36,7.8,4.6,57.3,0,1,1,100,40,0,0,0,0,1,40,40.0,40.0,40.0,2.5,118.7,0,0,0,0,40.00,40.00,0,0,0
5,971,304,Frank Wycheck,TEN,30,TE,16,16,1,1,0,0,1,1.0,0.1,0,2001,Frank Wycheck,Frank Wycheck2001TEN,TE,84,60,71.4%,672,11.2,4,36,30,8.0,3.8,42.0,0,1,1,100,21,0,0,0,0,1,21,21.0,21.0,21.0,1.3,118.7,0,0,0,0,21.00,21.00,0,0,0
6,1155,179,Ernie Conwell,STL,30,TE,16,11,6,30,1,2,15,5.0,1.9,0,2002,Ernie Conwell,Ernie Conwell2002STL,TE,48,34,70.8%,419,12.3,2,18,52,8.7,2.1,26.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1157,180,Jim Kleinsasser,MIN,25,TE,14,12,6,17,0,1,4,2.8,1.2,0,2002,Jim Kleinsasser,Jim Kleinsasser2002MIN,TE,50,37,74.0%,393,10.6,1,22,39,7.9,2.6,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1179,202,Todd Heap*,BAL,22,TE,16,16,4,38,0,2,15,9.5,2.4,0,2002,Todd Heap,Todd Heap2002BAL,TE,122,68,55.7%,836,12.3,6,45,43,6.9,4.3,52.3,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,39.6,0,0,0,0,0.00,0.00,0,0,0
9,1272,292,Randy McMichael,MIA,23,TE,16,16,1,8,0,0,8,8.0,0.5,1,2002,Randy McMichael,Randy McMichael2002MIA,TE,68,39,57.4%,485,12.4,4,24,45,7.1,2.4,30.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1515,210,Brandon Manumaleuna,STL,23,TE,16,15,4,15,0,0,8,3.8,0.9,0,2003,Brandon Manumaleuna,Brandon Manumaleuna2003STL,TE,45,29,64.4%,238,8.2,2,9,39,5.3,1.8,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1530,225,Todd Heap*,BAL,23,TE,16,16,3,21,0,0,9,7.0,1.3,1,2003,Todd Heap,Todd Heap2003BAL,TE,112,57,50.9%,693,12.2,3,32,33,6.2,3.6,43.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1547,241,Cam Cleeland,STL,28,TE,16,10,2,-5,0,0,0,-2.5,-0.3,1,2003,Cam Cleeland,Cam Cleeland2003STL,TE,16,10,62.5%,145,14.5,0,6,29,9.1,0.6,9.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1558,252,Jim Kleinsasser,MIN,26,TE,16,16,2,15,0,1,12,7.5,0.9,0,2003,Jim Kleinsasser,Jim Kleinsasser2003MIN,TE,59,46,78.0%,401,8.7,4,23,19,6.8,2.9,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1614,306,Ryan Neufeld,BUF,28,TE,16,1,1,14,0,1,14,14.0,0.9,0,2003,Ryan Neufeld,Ryan Neufeld2003BUF,TE,5,3,60.0%,41,13.7,0,2,25,8.2,0.2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1925,280,Cam Cleeland,STL,29,TE,16,9,1,-2,0,0,-2,-2.0,-0.1,0,2004,Cam Cleeland,Cam Cleeland2004STL,TE,12,7,58.3%,57,8.1,0,2,15,4.8,0.4,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1934,289,Tony Gonzalez*,KAN,28,TE,16,16,1,5,0,0,5,5.0,0.3,0,2004,Tony Gonzalez,Tony Gonzalez2004KAN,TE,148,102,68.9%,1258,12.3,7,70,32,8.5,6.4,78.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2269,280,Brandon Manumaleuna,STL,25,TE,14,14,1,2,0,1,2,2.0,0.1,2,2005,Brandon Manumaleuna,Brandon Manumaleuna2005STL,TE,20,13,65.0%,129,9.9,1,6,33,6.5,0.9,9.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2286,297,Mike Sellers,WAS,30,TE,15,6,1,1,1,1,1,1.0,0.1,0,2005,Mike Sellers,Mike Sellers2005WAS,TE,16,12,75.0%,72,6.0,7,9,19,4.5,0.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2301,311,Kris Wilson,KAN,24,TE,14,1,1,6,0,0,6,6.0,0.4,0,2005,Kris Wilson,Kris Wilson2005KAN,TE,5,3,60.0%,33,11.0,0,3,16,6.6,0.2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2544,235,Vernon Davis,SFO,22,TE,10,8,2,5,0,0,9,2.5,0.5,1,2006,Vernon Davis,Vernon Davis2006SFO,TE,42,20,47.6%,265,13.3,3,9,52,6.3,2.0,26.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2601,290,Brandon Manumaleuna,SDG,26,TE,16,7,1,1,0,0,1,1.0,0.1,0,2006,Brandon Manumaleuna,Brandon Manumaleuna2006SDG,TE,17,14,82.4%,91,6.5,3,6,19,5.4,0.9,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2613,301,Robert Royal,BUF,27,TE,16,15,1,-9,0,0,-9,-9.0,-0.6,0,2006,Robert Royal,Robert Royal2006BUF,TE,39,23,59.0%,233,10.1,3,13,33,6.0,1.4,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2615,303,Bo Scaife,TEN,25,TE,14,12,1,13,1,1,13,13.0,0.9,1,2006,Bo Scaife,Bo Scaife2006TEN,TE,56,29,51.8%,370,12.8,2,18,34,6.6,2.1,26.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2617,305,Tony Scheffler,DEN,23,TE,13,5,1,3,0,0,3,3.0,0.2,0,2006,Tony Scheffler,Tony Scheffler2006DEN,TE,37,18,48.6%,286,15.9,4,15,29,7.7,1.4,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2879,245,Dallas Clark,IND,28,TE,15,15,2,29,0,2,15,14.5,1.9,0,2007,Dallas Clark,Dallas Clark2007IND,TE,101,58,57.4%,616,10.6,11,37,39,6.1,3.9,41.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2883,249,Jeff Dugan,MIN,26,TE,16,3,2,7,0,2,4,3.5,0.4,1,2007,Jeff Dugan,Jeff Dugan2007MIN,TE,8,7,87.5%,57,8.1,0,2,27,7.1,0.4,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2942,306,Jeremy Shockey,NYG,27,TE,14,14,1,6,0,0,6,6.0,0.4,0,2007,Jeremy Shockey,Jeremy Shockey2007NYG,TE,93,57,61.3%,619,10.9,3,33,29,6.7,4.1,44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2947,311,Ben Troupe,TEN,25,TE,16,2,1,-1,0,0,-1,-1.0,-0.1,0,2007,Ben Troupe,Ben Troupe2007TEN,TE,9,5,55.6%,47,9.4,0,2,13,5.2,0.3,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2951,315,Ben Watson,NWE,27,TE,12,8,1,11,0,1,11,11.0,0.9,1,2007,Ben Watson,Ben Watson2007NWE,TE,49,36,73.5%,389,10.8,6,21,35,7.9,3.0,32.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,3160,196,Jeff Dugan,MIN,27,TE,9,2,4,7,0,4,2,1.8,0.8,0,2008,Jeff Dugan,Jeff Dugan2008MIN,TE,2,2,100.0%,12,6.0,0,1,9,6.0,0.2,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3234,268,Fred Davis,WAS,22,TE,11,2,1,-3,0,0,-3,-3.0,-0.3,0,2008,Fred Davis,Fred Davis2008WAS,TE,10,3,30.0%,27,9.0,0,1,15,2.7,0.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3237,270,Vernon Davis,SFO,24,TE,16,16,1,11,0,1,11,11.0,0.7,2,2008,Vernon Davis,Vernon Davis2008SFO,TE,49,31,63.3%,358,11.5,2,14,57,7.3,1.9,22.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,3268,300,Tony Scheffler,DEN,25,TE,13,7,1,-1,0,0,-1,-1.0,-0.1,1,2008,Tony Scheffler,Tony Scheffler2008DEN,TE,61,40,65.6%,645,16.1,3,28,72,10.6,3.1,49.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3508,224,Jeff Dugan,MIN,28,TE,16,4,3,7,0,1,5,2.3,0.4,0,2009,Jeff Dugan,Jeff Dugan2009MIN,TE,6,6,100.0%,52,8.7,2,3,25,8.7,0.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3533,248,Dallas Clark*+,IND,30,TE,16,16,2,11,0,1,7,5.5,0.7,1,2009,Dallas Clark,Dallas Clark2009IND,TE,133,100,75.2%,1106,11.1,10,61,80,8.3,6.3,69.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3558,272,Kevin Boss,NYG,25,TE,15,15,1,16,0,1,16,16.0,1.1,0,2009,Kevin Boss,Kevin Boss2009NYG,TE,69,42,60.9%,567,13.5,5,26,35,8.2,2.8,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3572,286,Todd Heap,BAL,29,TE,16,16,1,2,0,0,2,2.0,0.1,1,2009,Todd Heap,Todd Heap2009BAL,TE,75,53,70.7%,593,11.2,6,33,31,7.9,3.3,37.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3576,290,Dustin Keller,NYJ,25,TE,16,12,1,7,0,0,7,7.0,0.4,1,2009,Dustin Keller,Dustin Keller2009NYJ,TE,82,45,54.9%,522,11.6,2,27,40,6.4,2.8,32.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,3581,295,Zach Miller,JAX,25,TE,14,0,1,3,0,1,3,3.0,0.2,0,2009,Zach Miller,Zach Miller2009JAX,TE,27,21,77.8%,212,10.1,2,10,62,7.9,1.5,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,3599,312,Kellen Winslow,TAM,26,TE,16,14,1,7,0,0,7,7.0,0.4,0,2009,Kellen Winslow,Kellen Winslow2009TAM,TE,127,77,60.6%,884,11.5,5,46,42,7.0,4.8,55.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,3819,213,Aaron Hernandez,NWE,21,TE,14,7,3,47,0,3,18,15.7,3.4,0,2010,Aaron Hernandez,Aaron Hernandez2010NWE,TE,64,45,70.3%,563,12.5,6,27,46,8.8,3.2,40.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3829,223,Delanie Walker,SFO,26,TE,14,8,3,18,0,1,10,6.0,1.3,1,2010,Delanie Walker,Delanie Walker2010SFO,TE,45,29,64.4%,331,11.4,0,13,38,7.4,2.1,23.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3843,237,Jeff Dugan,MIN,29,TE,16,4,2,2,0,1,2,1.0,0.1,0,2010,Jeff Dugan,Jeff Dugan2010MIN,TE,5,4,80.0%,30,7.5,0,3,10,6.0,0.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3855,248,Zach Miller,JAX,26,TE,15,5,2,9,0,0,8,4.5,0.6,0,2010,Zach Miller,Zach Miller2010JAX,TE,26,20,76.9%,216,10.8,1,10,52,8.3,1.3,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3884,276,Jimmy Graham,NOR,24,TE,15,5,1,3,0,1,3,3.0,0.2,1,2010,Jimmy Graham,Jimmy Graham2010NOR,TE,44,31,70.5%,356,11.5,5,21,52,8.1,2.1,23.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3911,302,Dante Rosario,CAR,26,TE,16,6,1,-2,0,0,-2,-2.0,-0.1,0,2010,Dante Rosario,Dante Rosario2010CAR,TE,58,32,55.2%,264,8.3,0,15,26,4.6,2.0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3924,315,Ben Watson,CLE,30,TE,16,16,1,-1,0,0,-1,-1.0,-0.1,0,2010,Ben Watson,Ben Watson2010CLE,TE,102,68,66.7%,763,11.2,3,39,44,7.5,4.3,47.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,4126,191,Aaron Hernandez,NWE,22,TE,14,12,5,45,0,2,19,9.0,3.2,1,2011,Aaron Hernandez,Aaron Hernandez2011NWE,TE,113,79,69.9%,910,11.5,7,47,46,8.1,5.6,65.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,4157,221,Richie Brockel,CAR,25,TE,11,2,3,12,1,3,7,4.0,1.1,0,2011,Richie Brockel,Richie Brockel2011CAR,TE,3,3,100.0%,13,4.3,0,1,5,4.3,0.3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,4182,245,Chris Cooley,WAS,29,TE,5,5,2,3,0,1,3,1.5,0.6,0,2011,Chris Cooley,Chris Cooley2011WAS,TE,13,8,61.5%,65,8.1,0,3,17,5.0,1.6,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4183,246,Vernon Davis,SFO,27,TE,16,16,2,-5,0,0,-2,-2.5,-0.3,3,2011,Vernon Davis,Vernon Davis2011SFO,TE,95,67,70.5%,792,11.8,6,33,44,8.3,4.2,49.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,4216,278,Rob Gronkowski*+,NWE,22,TE,16,16,1,2,1,1,2,2.0,0.1,0,2011,Rob Gronkowski,Rob Gronkowski2011NWE,TE,124,90,72.6%,1327,14.7,17,69,52,10.7,5.6,82.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4237,299,Heath Miller,PIT,29,TE,16,16,1,6,0,1,6,6.0,0.4,1,2011,Heath Miller,Heath Miller2011PIT,TE,74,51,68.9%,631,12.4,2,36,39,8.5,3.2,39.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,4239,300,Cameron Morrah,SEA,24,TE,9,4,1,1,0,0,1,1.0,0.1,0,2011,Cameron Morrah,Cameron Morrah2011SEA,TE,13,6,46.2%,74,12.3,0,4,21,5.7,0.7,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,4249,310,Tony Scheffler,DET,28,TE,15,5,1,5,0,0,5,5.0,0.3,1,2011,Tony Scheffler,Tony Scheffler2011DET,TE,43,26,60.5%,347,13.3,6,20,36,8.1,1.7,23.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,4479,210,Dwayne Allen,IND,22,TE,16,16,3,5,0,2,3,1.7,0.3,1,2012,Dwayne Allen,Dwayne Allen2012IND,TE,66,45,68.2%,521,11.6,3,30,40,7.9,2.8,32.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,4543,272,Fred Davis,WAS,26,TE,7,7,1,1,0,0,1,1.0,0.1,0,2012,Fred Davis,Fred Davis2012WAS,TE,31,24,77.4%,325,13.5,0,17,29,10.5,3.4,46.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,4544,273,Dorin Dickerson,BUF,24,TE,11,0,1,-8,0,0,-8,-8.0,-0.7,1,2012,Dorin Dickerson,Dorin Dickerson2012BUF,TE,15,9,60.0%,117,13.0,0,5,24,7.8,0.8,10.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,4551,280,T.J. Graham,BUF,23,TE,15,11,1,5,0,0,5,5.0,0.3,0,2012,T.J. Graham,T.J. Graham2012BUF,TE,58,31,53.4%,322,10.4,1,15,51,5.6,2.1,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,4554,283,Aaron Hernandez,NWE,23,TE,10,10,1,5,0,1,5,5.0,0.5,0,2012,Aaron Hernandez,Aaron Hernandez2012NWE,TE,83,51,61.4%,483,9.5,5,27,31,5.8,5.1,48.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4761,167,Charles Clay,MIA,24,TE,16,15,7,15,1,2,13,2.1,0.9,0,2013,Charles Clay,Charles Clay2013MIA,TE,102,69,67.6%,759,11.0,6,36,67,7.4,4.3,47.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,4770,176,MarQueis Gray,CLE,24,TE,12,2,6,43,0,3,18,7.2,3.6,0,2013,MarQueis Gray,MarQueis Gray2013CLE,TE,9,2,22.2%,8,4.0,0,0,5,0.9,0.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,4789,194,James Develin,NWE,25,TE,16,6,4,10,1,4,4,2.5,0.6,0,2013,James Develin,James Develin2013NWE,TE,4,4,100.0%,62,15.5,0,3,31,15.5,0.3,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4863,266,Richie Brockel,CAR,27,TE,16,0,1,1,0,0,1,1.0,0.1,1,2013,Richie Brockel,Richie Brockel2013CAR,TE,1,1,100.0%,12,12.0,0,1,12,12.0,0.1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,4877,279,Josh Hill,NOR,23,TE,14,3,1,-8,0,0,-8,-8.0,-0.6,0,2013,Josh Hill,Josh Hill2013NOR,TE,10,6,60.0%,44,7.3,1,3,9,4.4,0.4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,4890,292,Bear Pascoe,NYG,27,TE,16,6,1,2,0,0,2,2.0,0.1,0,2013,Bear Pascoe,Bear Pascoe2013NYG,TE,20,12,60.0%,81,6.8,0,3,14,4.1,0.8,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,4892,294,Jordan Reed,WAS,23,TE,9,4,1,18,0,1,18,18.0,2.0,0,2013,Jordan Reed,Jordan Reed2013WAS,TE,59,45,76.3%,499,11.1,3,30,38,8.5,5.0,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,4905,306,Tim Wright,TAM,23,TE,16,8,1,2,0,0,2,2.0,0.1,0,2013,Tim Wright,Tim Wright2013TAM,TE,76,54,71.1%,571,10.6,5,32,36,7.5,3.4,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,5113,201,Trey Burton,PHI,23,TE,15,0,5,10,0,0,4,2.0,0.7,0,2014,Trey Burton,Trey Burton2014PHI,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,5157,243,Virgil Green,DEN,26,TE,13,9,2,3,0,0,3,1.5,0.2,0,2014,Virgil Green,Virgil Green2014DEN,TE,6,6,100.0%,74,12.3,1,5,38,12.3,0.5,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,5183,269,Derek Carrier,SFO,24,TE,11,1,1,2,0,1,2,2.0,0.2,1,2014,Derek Carrier,Derek Carrier2014SFO,TE,14,9,64.3%,105,11.7,0,4,23,7.5,0.8,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,5185,270,Jared Cook,STL,27,TE,16,6,1,0,0,0,0,0.0,0.0,0,2014,Jared Cook,Jared Cook2014STL,TE,99,52,52.5%,634,12.2,3,32,59,6.4,3.3,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,5188,273,Vernon Davis,SFO,30,TE,14,14,1,4,0,0,4,4.0,0.3,0,2014,Vernon Davis,Vernon Davis2014SFO,TE,50,26,52.0%,245,9.4,2,11,29,4.9,1.9,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,5193,278,Ryan Hewitt,CIN,23,TE,16,11,1,0,0,0,0,0.0,0.0,0,2014,Ryan Hewitt,Ryan Hewitt2014CIN,TE,15,10,66.7%,86,8.6,0,3,19,5.7,0.6,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,5194,279,Rob Housler,ARI,26,TE,15,7,1,1,0,1,1,1.0,0.1,1,2014,Rob Housler,Rob Housler2014ARI,TE,17,9,52.9%,129,14.3,0,7,27,7.6,0.6,8.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,5226,310,Tim Wright,NWE,24,TE,16,2,1,-2,0,0,-2,-2.0,-0.1,0,2014,Tim Wright,Tim Wright2014NWE,TE,33,26,78.8%,259,10.0,6,18,30,7.8,1.6,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,5444,211,Michael Burton,DET,23,TE,16,7,4,2,0,1,2,0.5,0.1,0,2015,Michael Burton,Michael Burton2015DET,TE,6,6,100.0%,39,6.5,1,3,12,6.5,0.4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,5477,243,David Johnson,SDG,28,TE,16,4,2,4,0,2,2,2.0,0.3,1,2015,David Johnson,David Johnson2015SDG,TE,2,1,50.0%,4,4.0,0,0,4,2.0,0.1,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,5490,256,Dwayne Allen,IND,25,TE,13,12,1,1,0,1,1,1.0,0.1,0,2015,Dwayne Allen,Dwayne Allen2015IND,TE,29,16,55.2%,109,6.8,1,4,21,3.8,1.2,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,5505,270,Michael Hoomanawanui,2TM,27,TE,14,8,1,0,0,0,0,0.0,0.0,1,2015,Michael Hoomanawanui,Michael Hoomanawanui20152TM,TE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,5510,275,Jorvorskie Lane,TAM,28,TE,16,6,1,0,0,0,0,0.0,0.0,0,2015,Jorvorskie Lane,Jorvorskie Lane2015TAM,TE,2,2,100.0%,13,6.5,0,0,8,6.5,0.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,5518,283,Heath Miller,PIT,33,TE,15,15,1,2,0,0,2,2.0,0.1,0,2015,Heath Miller,Heath Miller2015PIT,TE,81,60,74.1%,535,8.9,2,30,27,6.6,4.0,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,5528,293,Richard Rodgers,GNB,23,TE,16,12,1,11,0,1,11,11.0,0.7,0,2015,Richard Rodgers,Richard Rodgers2015GNB,TE,85,58,68.2%,510,8.8,8,28,61,6.0,3.6,31.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
