,Unnamed: 0,Rk,Player,Tm,Age,Pos,G,GS,Rush_Att,Rush_Yds,Rush_TD,Rush_1D,Rush_Lng,Rush_Y/A,Rush_Y/G,Rush_Fmb,Year,Player*,PlayerYearTm*,Pos*,Rec_Tgt,Rec_Rec,Rec_Ctch%,Rec_Yds,Rec_Y/R,Rec_TD,Rec_1D,Rec_Lng,Rec_Y/Tgt,Rec_R/G,Rec_Y/G,Rec_Fmb,Pass_Cmp,Pass_Att,Pass_Cmp%,Pass_Yds,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_1D,Pass_Lng,Pass_Y/A,Pass_AY/A,Pass_Y/C,Pass_Y/G,Pass_Rate,Pass_QBR,Pass_Sk,Pass_Yds.1,Pass_Sk%,Pass_NY/A,Pass_ANY/A,Pass_4QC,Pass_GWD,QBrec
530,2577,267,Ronald Curry,OAK,27,WR,16,4,1,4,0,0,4,4.0,0.3,0,2006,Ronald Curry,Ronald Curry2006OAK,WR,89,62,69.7%,727,11.7,1,40,39,8.2,3.9,45.4,0,0,2,0,0,0,0,1,50,0,0,0.0,-22.5,0,0.0,0.0,0.2,0,0,0,0.00,-22.50,0,0,0
531,2578,268,Eddie Drummond,DET,26,WR,14,0,1,4,0,0,4,4.0,0.3,4,2006,Eddie Drummond,Eddie Drummond2006DET,WR,10,2,20.0%,10,5.0,0,1,8,1.0,0.1,0.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,2581,270,Bobby Engram,SEA,33,WR,7,6,1,4,0,0,4,4.0,0.6,0,2006,Bobby Engram,Bobby Engram2006SEA,WR,36,24,66.7%,290,12.1,1,15,25,8.1,3.4,41.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,2583,272,David Givens,TEN,26,WR,5,5,1,3,0,0,3,3.0,0.6,0,2006,David Givens,David Givens2006TEN,WR,20,8,40.0%,104,13.0,0,5,27,5.2,1.6,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,2586,275,Az-Zahir Hakim,DET,29,WR,6,0,1,1,0,1,1,1.0,0.2,0,2006,Az,Az2006DET,WR,27,17,63.0%,147,8.6,0,7,23,5.4,2.8,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,2588,277,Santonio Holmes,PIT,22,WR,16,4,1,13,0,1,13,13.0,0.8,5,2006,Santonio Holmes,Santonio Holmes2006PIT,WR,86,49,57.0%,824,16.8,2,40,67,9.6,3.1,51.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,2590,279,Michael Jenkins,ATL,24,WR,16,16,1,2,0,0,2,2.0,0.1,0,2006,Michael Jenkins,Michael Jenkins2006ATL,WR,83,39,47.0%,436,11.2,7,22,34,5.3,2.4,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,2591,280,Adam Jennings,ATL,24,WR,15,0,1,-4,0,0,-4,-4.0,-0.3,0,2006,Adam Jennings,Adam Jennings2006ATL,WR,1,0,0.0%,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,2592,281,Bryant Johnson,ARI,25,WR,16,8,1,-3,0,0,-3,-3.0,-0.2,1,2006,Bryant Johnson,Bryant Johnson2006ARI,WR,74,40,54.1%,740,18.5,4,30,58,10.0,2.5,46.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,2594,283,Keyshawn Johnson,CAR,34,WR,16,16,1,4,1,1,4,4.0,0.3,1,2006,Keyshawn Johnson,Keyshawn Johnson2006CAR,WR,128,70,54.7%,815,11.6,4,42,40,6.4,4.4,50.9,1,0,1,0,0,0,0,1,100,0,0,0.0,-45.0,0,0.0,0.0,0.0,0,0,0,0.00,-45.00,0,0,0
540,2595,284,Brandon Jones,TEN,24,WR,16,10,1,3,0,0,3,3.0,0.2,0,2006,Brandon Jones,Brandon Jones2006TEN,WR,53,27,50.9%,384,14.2,4,21,53,7.2,1.7,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,2597,286,Kelvin Kight,NWE,24,WR,4,1,1,8,0,0,8,8.0,2.0,0,2006,Kelvin Kight,Kelvin Kight2006NWE,WR,3,1,33.3%,9,9.0,0,0,9,3.0,0.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,2599,288,Dane Looker,STL,30,WR,16,0,1,13,0,1,13,13.0,0.8,1,2006,Dane Looker,Dane Looker2006STL,WR,2,0,0.0%,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,2602,291,Derrick Mason,BAL,32,WR,16,15,1,-4,0,0,-4,-4.0,-0.3,1,2006,Derrick Mason,Derrick Mason2006BAL,WR,112,68,60.7%,750,11.0,2,45,38,6.7,4.3,46.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,2604,293,Keenan McCardell,SDG,36,WR,14,11,1,8,0,0,8,8.0,0.6,2,2006,Keenan McCardell,Keenan McCardell2006SDG,WR,51,36,70.6%,437,12.1,0,24,28,8.6,2.6,31.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,2608,297,Eric Moulds,HOU,33,WR,16,16,1,6,0,0,6,6.0,0.4,1,2006,Eric Moulds,Eric Moulds2006HOU,WR,78,57,73.1%,557,9.8,1,32,29,7.1,3.6,34.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,2612,300,Courtney Roby,TEN,23,WR,12,0,1,3,0,0,3,3.0,0.3,0,2006,Courtney Roby,Courtney Roby2006TEN,WR,7,2,28.6%,28,14.0,0,1,21,4.0,0.2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,2620,308,Rod Smith,DEN,36,WR,16,16,1,-5,0,0,-5,-5.0,-0.3,2,2006,Rod Smith,Rod Smith2006DEN,WR,94,52,55.3%,512,9.8,3,34,20,5.4,3.3,32.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,2622,310,Travis Taylor,MIN,28,WR,16,16,1,5,0,0,5,5.0,0.3,2,2006,Travis Taylor,Travis Taylor2006MIN,WR,87,57,65.5%,651,11.4,3,29,36,7.5,3.6,40.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,2623,311,Amani Toomer,NYG,32,WR,8,8,1,0,0,0,0,0.0,0.0,0,2006,Amani Toomer,Amani Toomer2006NYG,WR,43,32,74.4%,360,11.3,3,22,44,8.4,4.0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,2624,312,Kevin Walter,HOU,25,WR,16,2,1,3,0,1,3,3.0,0.2,1,2006,Kevin Walter,Kevin Walter2006HOU,WR,21,17,81.0%,160,9.4,0,12,15,7.6,1.1,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,2625,313,Alvis Whitted,OAK,32,WR,14,13,1,4,0,0,4,4.0,0.3,1,2006,Alvis Whitted,Alvis Whitted2006OAK,WR,63,27,42.9%,299,11.1,0,17,33,4.7,1.9,21.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,2736,107,Michael Robinson,SFO,24,WR,15,1,26,121,0,7,28,4.7,8.1,1,2007,Michael Robinson,Michael Robinson2007SFO,WR,13,11,84.6%,73,6.6,0,4,20,5.6,0.7,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,2782,151,Brad Smith,NYJ,24,WR,16,9,12,45,0,2,11,3.8,2.8,1,2007,Brad Smith,Brad Smith2007NYJ,WR,67,32,47.8%,325,10.2,2,15,29,4.9,2.0,20.3,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,39.6,0.0,0,0,0,0.00,0.00,0,0,0
554,2793,162,Josh Cribbs*,CLE,24,WR,16,2,9,61,0,3,18,6.8,3.8,5,2007,Josh Cribbs,Josh Cribbs2007CLE,WR,5,3,60.0%,37,12.3,0,3,18,7.4,0.2,2.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,2796,165,Steve Smith Sr.,CAR,28,WR,15,15,9,66,0,4,22,7.3,4.4,1,2007,Steve Smith Sr.,Steve Smith Sr.2007CAR,WR,148,87,58.8%,1002,11.5,7,45,74,6.8,5.8,66.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,2818,186,Chad Johnson*,CIN,29,WR,16,16,6,47,0,2,16,7.8,2.9,2,2007,Chad Johnson,Chad Johnson2007CIN,WR,161,93,57.8%,1440,15.5,8,74,70,8.9,5.8,90.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,2822,190,Dennis Northcutt,JAX,30,WR,15,11,6,27,0,0,8,4.5,1.8,1,2007,Dennis Northcutt,Dennis Northcutt2007JAX,WR,73,44,60.3%,601,13.7,4,30,55,8.2,2.9,40.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,2828,196,Reggie Brown,PHI,26,WR,16,14,5,36,0,2,12,7.2,2.3,1,2007,Reggie Brown,Reggie Brown2007PHI,WR,111,61,55.0%,780,12.8,4,38,45,7.0,3.8,48.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,2829,197,Michael Clayton,TAM,25,WR,14,4,5,22,0,2,20,4.4,1.6,1,2007,Michael Clayton,Michael Clayton2007TAM,WR,40,22,55.0%,301,13.7,0,13,39,7.5,1.6,21.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,2830,198,Jerricho Cotchery,NYJ,25,WR,15,15,5,38,0,3,16,7.6,2.5,1,2007,Jerricho Cotchery,Jerricho Cotchery2007NYJ,WR,127,82,64.6%,1130,13.8,2,50,50,8.9,5.5,75.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,2832,200,Santonio Holmes,PIT,23,WR,13,13,5,17,0,1,11,3.4,1.3,2,2007,Santonio Holmes,Santonio Holmes2007PIT,WR,85,52,61.2%,942,18.1,8,42,83,11.1,4.0,72.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,2833,201,T.J. Houshmandzadeh*,CIN,30,WR,16,15,5,14,0,0,8,2.8,0.9,2,2007,T.J. Houshmandzadeh,T.J. Houshmandzadeh2007CIN,WR,169,112,66.3%,1143,10.2,12,69,42,6.8,7.0,71.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,2836,204,Brandon Marshall,DEN,23,WR,16,16,5,57,0,4,24,11.4,3.6,3,2007,Brandon Marshall,Brandon Marshall2007DEN,WR,170,102,60.0%,1325,13.0,7,71,68,7.8,6.4,82.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,2843,210,Kevin Walter,HOU,26,WR,16,15,5,30,0,2,13,6.0,1.9,0,2007,Kevin Walter,Kevin Walter2007HOU,WR,106,65,61.3%,800,12.3,4,43,46,7.5,4.1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,2844,211,Arnaz Battle,SFO,27,WR,16,15,4,4,1,1,8,1.0,0.3,3,2007,Arnaz Battle,Arnaz Battle2007SFO,WR,104,50,48.1%,600,12.0,5,28,57,5.8,3.1,37.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,2846,213,Ted Ginn Jr.,MIA,22,WR,16,9,4,3,0,0,7,0.8,0.2,3,2007,Ted Ginn Jr.,Ted Ginn Jr.2007MIA,WR,71,34,47.9%,420,12.4,2,18,54,5.9,2.1,26.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,2847,214,Calvin Johnson,DET,22,WR,15,10,4,52,1,3,32,13.0,3.5,1,2007,Calvin Johnson,Calvin Johnson2007DET,WR,93,48,51.6%,756,15.8,4,38,49,8.1,3.2,50.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,2849,216,Shaun McDonald,DET,26,WR,16,7,4,2,0,1,9,0.5,0.1,3,2007,Shaun McDonald,Shaun McDonald2007DET,WR,127,79,62.2%,943,11.9,6,47,49,7.4,4.9,58.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,2853,220,Antwaan Randle El,WAS,28,WR,15,13,4,-3,0,0,1,-0.8,-0.2,3,2007,Antwaan Randle El,Antwaan Randle El2007WAS,WR,77,51,66.2%,728,14.3,1,37,54,9.5,3.4,48.5,3,1,2,50,19,0,0,0,0,1,19,9.5,9.5,19.0,1.3,83.3,67.1,0,0,0,9.50,9.50,0,0,0
570,2854,221,Josh Reed,BUF,27,WR,15,9,4,10,0,1,12,2.5,0.7,0,2007,Josh Reed,Josh Reed2007BUF,WR,88,51,58.0%,578,11.3,0,32,30,6.6,3.4,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,2857,224,Wes Welker,NWE,26,WR,16,13,4,34,0,1,27,8.5,2.1,3,2007,Wes Welker,Wes Welker2007NWE,WR,145,112,77.2%,1175,10.5,8,65,42,8.1,7.0,73.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,2859,226,Chris Chambers,2TM,29,WR,16,12,3,12,0,0,9,4.0,0.8,1,2007,Chris Chambers,Chris Chambers20072TM,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,2861,228,Craig Davis,SDG,22,WR,13,1,3,9,0,0,6,3.0,0.7,1,2007,Craig Davis,Craig Davis2007SDG,WR,34,20,58.8%,188,9.4,1,12,18,5.5,1.5,14.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,2862,229,Dante Hall,STL,29,WR,7,1,3,18,0,2,9,6.0,2.6,2,2007,Dante Hall,Dante Hall2007STL,WR,12,5,41.7%,27,5.4,0,3,12,2.3,0.7,3.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,2864,231,Jacoby Jones,HOU,23,WR,14,3,3,-1,0,1,4,-0.3,-0.1,2,2007,Jacoby Jones,Jacoby Jones2007HOU,WR,24,15,62.5%,149,9.9,0,9,26,6.2,1.1,10.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,2868,235,Santana Moss,WAS,28,WR,14,14,3,13,0,1,11,4.3,0.9,2,2007,Santana Moss,Santana Moss2007WAS,WR,115,61,53.0%,808,13.2,3,43,49,7.0,4.4,57.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,2869,236,Roscoe Parrish,BUF,25,WR,16,3,3,19,1,1,24,6.3,1.2,1,2007,Roscoe Parrish,Roscoe Parrish2007BUF,WR,58,35,60.3%,352,10.1,1,18,47,6.1,2.2,22.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,2870,237,Hines Ward,PIT,31,WR,13,13,3,11,0,1,7,3.7,0.8,0,2007,Hines Ward,Hines Ward2007PIT,WR,113,71,62.8%,732,10.3,7,47,25,6.5,5.5,56.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,2872,239,Aundrae Allison,MIN,21,WR,11,0,2,3,0,0,3,1.5,0.3,2,2007,Aundrae Allison,Aundrae Allison2007MIN,WR,19,8,42.1%,122,15.3,0,5,35,6.4,0.7,11.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,2874,240,Marty Booker,MIA,31,WR,15,15,2,12,0,1,12,6.0,0.8,1,2007,Marty Booker,Marty Booker2007MIA,WR,105,50,47.6%,556,11.1,1,28,26,5.3,3.3,37.1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,39.6,25.7,0,0,0,0.00,0.00,0,0,0
581,2875,241,Steve Breaston,ARI,24,WR,16,0,2,8,0,1,10,4.0,0.5,0,2007,Steve Breaston,Steve Breaston2007ARI,WR,14,8,57.1%,92,11.5,0,3,22,6.6,0.5,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,2876,242,Isaac Bruce,STL,35,WR,14,12,2,-4,0,0,-1,-2.0,-0.3,0,2007,Isaac Bruce,Isaac Bruce2007STL,WR,101,55,54.5%,733,13.3,4,36,37,7.3,3.9,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,2877,243,Nate Burleson,SEA,26,WR,16,12,2,4,0,0,3,2.0,0.3,3,2007,Nate Burleson,Nate Burleson2007SEA,WR,96,50,52.1%,694,13.9,9,37,45,7.2,3.1,43.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,2881,247,Chris Davis,TEN,23,WR,12,0,2,19,0,1,14,9.5,1.6,6,2007,Chris Davis,Chris Davis2007TEN,WR,9,5,55.6%,38,7.6,0,1,13,4.2,0.4,3.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,2882,248,Donald Driver*,GNB,32,WR,15,14,2,4,0,0,5,2.0,0.3,1,2007,Donald Driver,Donald Driver2007GNB,WR,122,82,67.2%,1048,12.8,2,49,47,8.6,5.5,69.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,2884,250,Tim Dwight,OAK,32,WR,6,1,2,12,0,1,10,6.0,2.0,2,2007,Tim Dwight,Tim Dwight2007OAK,WR,15,6,40.0%,98,16.3,2,4,28,6.5,1.0,16.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,2885,251,Marques Hagans,STL,25,WR,4,1,2,-4,0,0,-2,-2.0,-1.0,2,2007,Marques Hagans,Marques Hagans2007STL,WR,15,8,53.3%,101,12.6,0,6,23,6.7,2.0,25.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,2886,252,Devery Henderson,NOR,25,WR,16,9,2,20,0,1,15,10.0,1.3,0,2007,Devery Henderson,Devery Henderson2007NOR,WR,43,20,46.5%,409,20.5,3,16,54,9.5,1.3,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,2887,253,Johnnie Lee Higgins,OAK,24,WR,16,2,2,3,0,0,8,1.5,0.2,4,2007,Johnnie Lee Higgins,Johnnie Lee Higgins2007OAK,WR,8,6,75.0%,47,7.8,0,2,16,5.9,0.4,2.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,2888,254,Glenn Holt,CIN,23,WR,16,0,2,2,0,0,1,1.0,0.1,3,2007,Glenn Holt,Glenn Holt2007CIN,WR,24,16,66.7%,143,8.9,1,10,22,6.0,1.0,8.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,2889,255,Brandon Jones,TEN,25,WR,9,2,2,37,0,2,19,18.5,4.1,1,2007,Brandon Jones,Brandon Jones2007TEN,WR,34,21,61.8%,248,11.8,2,12,35,7.3,2.3,27.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,2892,258,Lance Moore,NOR,24,WR,16,4,2,7,1,1,7,3.5,0.4,2,2007,Lance Moore,Lance Moore2007NOR,WR,50,32,64.0%,302,9.4,2,22,22,6.0,2.0,18.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,2893,259,David Patten,NOR,33,WR,16,5,2,-5,0,0,1,-2.5,-0.3,2,2007,David Patten,David Patten2007NOR,WR,87,54,62.1%,792,14.7,3,37,58,9.1,3.4,49.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,2898,264,Javon Walker,DEN,29,WR,8,5,2,-3,0,0,-1,-1.5,-0.4,0,2007,Javon Walker,Javon Walker2007DEN,WR,50,26,52.0%,287,11.0,0,10,24,5.7,3.3,35.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,2899,265,Roy Williams,DET,26,WR,12,12,2,1,0,1,9,0.5,0.1,2,2007,Roy Williams,Roy Williams2007DET,WR,105,64,61.0%,838,13.1,5,34,91,8.0,5.3,69.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,2900,266,Roydell Williams,TEN,26,WR,16,14,2,-17,0,0,-6,-8.5,-1.1,0,2007,Roydell Williams,Roydell Williams2007TEN,WR,93,55,59.1%,719,13.1,4,38,48,7.7,3.4,44.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,2901,267,Troy Williamson,MIN,24,WR,11,8,2,29,0,1,26,14.5,2.6,0,2007,Troy Williamson,Troy Williamson2007MIN,WR,39,18,46.2%,240,13.3,1,9,60,6.2,1.6,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,2902,268,Cedrick Wilson,PIT,29,WR,16,1,2,37,0,0,37,18.5,2.3,0,2007,Cedrick Wilson,Cedrick Wilson2007PIT,WR,30,18,60.0%,207,11.5,1,13,18,6.9,1.1,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,2905,270,Jason Avant,PHI,24,WR,15,5,1,1,0,0,1,1.0,0.1,0,2007,Jason Avant,Jason Avant2007PHI,WR,33,23,69.7%,267,11.6,2,16,31,8.1,1.5,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,2909,274,Anquan Boldin,ARI,27,WR,12,11,1,14,0,1,14,14.0,1.2,2,2007,Anquan Boldin,Anquan Boldin2007ARI,WR,99,71,71.7%,853,12.0,9,43,44,8.6,5.9,71.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,2910,275,Antonio Chatman,CIN,28,WR,13,1,1,5,0,0,5,5.0,0.4,0,2007,Antonio Chatman,Antonio Chatman2007CIN,WR,29,19,65.5%,149,7.8,1,9,15,5.1,1.5,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,2912,277,Ronald Curry,OAK,28,WR,16,13,1,1,0,0,1,1.0,0.1,0,2007,Ronald Curry,Ronald Curry2007OAK,WR,97,55,56.7%,717,13.0,4,35,49,7.4,3.4,44.8,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,39.6,0.6,0,0,0,0.00,0.00,0,0,0
603,2913,278,Chris Davis,NYJ,24,WR,2,0,1,3,0,0,3,3.0,1.5,0,2007,Chris Davis,Chris Davis2007NYJ,WR,1,1,100.0%,3,3.0,0,0,3,3.0,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,2914,279,Eddie Drummond,KAN,27,WR,12,0,1,-3,0,0,-3,-3.0,-0.3,2,2007,Eddie Drummond,Eddie Drummond2007KAN,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,2915,280,Yamon Figurs,BAL,24,WR,14,0,1,-1,0,0,-1,-1.0,-0.1,4,2007,Yamon Figurs,Yamon Figurs2007BAL,WR,3,1,33.3%,36,36.0,0,1,36,12.0,0.1,2.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,2918,283,Joey Galloway,TAM,36,WR,15,15,1,1,0,0,1,1.0,0.1,0,2007,Joey Galloway,Joey Galloway2007TAM,WR,98,57,58.2%,1014,17.8,6,37,69,10.3,3.8,67.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,2919,284,Bryan Gilmore,SFO,29,WR,10,0,1,-8,0,0,-8,-8.0,-0.8,0,2007,Bryan Gilmore,Bryan Gilmore2007SFO,WR,19,7,36.8%,111,15.9,0,7,42,5.8,0.7,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,2920,285,Skyler Green,CIN,23,WR,7,0,1,1,0,0,1,1.0,0.1,0,2007,Skyler Green,Skyler Green2007CIN,WR,4,3,75.0%,33,11.0,0,1,18,8.3,0.4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,2924,289,Ike Hilliard,TAM,31,WR,15,10,1,6,0,0,6,6.0,0.4,3,2007,Ike Hilliard,Ike Hilliard2007TAM,WR,86,62,72.1%,722,11.6,1,37,56,8.4,4.1,48.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,2925,290,Domenik Hixon,2TM,23,WR,16,1,1,-8,0,0,0,-8.0,-0.5,1,2007,Domenik Hixon,Domenik Hixon20072TM,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,2926,291,Taylor Jacobs,2TM,26,WR,10,0,1,-8,0,0,0,-8.0,-0.8,0,2007,Taylor Jacobs,Taylor Jacobs20072TM,WR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,2927,292,Dwayne Jarrett,CAR,21,WR,7,0,1,11,0,1,11,11.0,1.6,0,2007,Dwayne Jarrett,Dwayne Jarrett2007CAR,WR,13,6,46.2%,73,12.2,0,2,22,5.6,0.9,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,2928,293,Eddie Kennison,KAN,34,WR,8,8,1,5,0,0,5,5.0,0.6,1,2007,Eddie Kennison,Eddie Kennison2007KAN,WR,26,13,50.0%,101,7.8,0,6,18,3.9,1.6,12.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
